id,goals,own_goals,shots,xG,time,player_id,team_id,position,player,h_a,yellow_card,red_card,roster_in,roster_out,key_passes,assists,xA,xGChain,xGBuildup,positionOrder,match_id,season,side
57152,0,1,1,0.1201990023255348,90,708,84,DC,Federico Fernández,a,0,0,0,0,0,0,0.0,0.0499485991895198,0.0499485991895198,3,86,2015,a
57153,0,0,0,0.0,90,709,84,DC,Ashley Williams,a,1,0,0,0,0,0,0.0,0.4167749881744385,0.4167749881744385,3,86,2015,a
57154,0,0,0,0.0,90,710,84,DL,Neil Taylor,a,0,0,0,0,0,0,0.0,0.1560399979352951,0.1560399979352951,4,86,2015,a
57156,0,0,1,0.035971600562334,41,723,84,DMC,Ki Sung-yueng,a,0,0,57162,0,0,0,0.0,0.3480660021305084,0.3480660021305084,7,86,2015,a
57155,0,0,1,0.0254235006868839,90,769,84,DMC,Jonjo Shelvey,a,1,0,0,0,6,0,0.7003909945487976,0.8480389714241028,0.3375290036201477,7,86,2015,a
57157,1,0,3,1.0923099517822266,90,713,84,AMR,André Ayew,a,0,0,0,0,0,0,0.0,1.4582300186157229,0.3659169971942901,11,86,2015,a
57158,0,0,3,0.1239470019936561,90,714,84,AMC,Gylfi Sigurdsson,a,0,0,0,0,1,0,0.0690788030624389,0.0867035016417503,0.0,12,86,2015,a
57159,0,0,2,0.0936039984226226,73,715,84,AML,Jefferson Montero,a,0,0,57163,0,2,0,0.3297190070152282,0.4592950046062469,0.035971600562334,13,86,2015,a
57160,1,0,5,1.5342899560928345,81,717,84,FW,Bafétimbi Gomis,a,0,0,57161,0,1,0,0.035971600562334,0.8086280226707458,0.1306159943342209,15,86,2015,a
57162,0,0,0,0.0,49,712,84,Sub,Jack Cork,a,1,0,0,57156,1,0,0.0254235006868839,0.1445930004119873,0.1445930004119873,17,86,2015,a
57163,0,0,1,0.0946447998285293,17,719,84,Sub,Wayne Routledge,a,0,0,0,57159,0,0,0.0,0.0946447998285293,0.0,17,86,2015,a
57161,0,0,0,0.0,9,963,84,Sub,Eder,a,0,0,0,57160,1,0,0.0254340004175901,0.0254340004175901,0.0254340004175901,17,86,2015,a
57247,0,0,0,0.0,90,982,86,GK,Tim Krul,h,0,0,0,0,0,0,0.0,0.0,0.0,1,87,2015,h
57248,0,0,0,0.0,90,764,86,DR,Daryl Janmaat,h,0,0,0,0,0,0,0.0,0.0225734002888202,0.0225734002888202,2,87,2015,h
57250,0,0,0,0.0,90,849,86,DC,Chancel Mbemba,h,0,0,0,0,0,0,0.0,0.1022170037031173,0.1022170037031173,3,87,2015,h
57249,0,0,2,0.1833260059356689,90,941,86,DC,Fabricio Coloccini,h,0,0,0,0,0,0,0.0,0.0225734002888202,0.0225734002888202,3,87,2015,h
