id,league,season,club_name,home_away,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
75,EPL,2014,Leicester,a,0.773436,1.05601,0.773436,1.05601,14.5,16.05,3,4,0,2,1.0348,l,2014-10-25 17:30:00,0,0,1,0,-0.2825739999999999
75,EPL,2014,Leicester,h,1.41001,0.562442,1.41001,0.562442,8.391304347826088,7.206896551724138,8,5,0,1,2.1103,l,2014-11-01 15:00:00,0,0,1,0,0.847568
75,EPL,2014,Leicester,a,0.540434,1.00528,0.540434,1.00528,20.88235294117647,7.391304347826087,1,9,0,2,0.8903999999999999,l,2014-11-08 15:00:00,0,0,1,0,-0.464846
75,EPL,2014,Leicester,h,0.685893,0.889971,0.685893,0.889971,8.608695652173912,5.5,9,6,0,0,1.1185,d,2014-11-22 15:00:00,0,1,0,1,-0.2040779999999999
75,EPL,2014,Leicester,a,2.10013,2.98194,2.10013,2.98194,6.0344827586206895,8.076923076923077,8,7,2,3,0.8225,l,2014-11-29 15:00:00,0,0,1,0,-0.8818099999999998
75,EPL,2014,Leicester,h,1.23928,1.3012,1.23928,1.3012,11.333333333333334,9.052631578947368,6,5,1,3,1.2539,l,2014-12-02 19:45:00,0,0,1,0,-0.0619199999999999
75,EPL,2014,Leicester,a,1.0083,1.97697,1.0083,1.97697,9.342857142857143,6.428571428571429,6,7,1,2,0.6997,l,2014-12-07 16:00:00,0,0,1,0,-0.96867
75,EPL,2014,Leicester,h,0.360608,1.13411,0.360608,1.13411,9.6875,8.3,4,8,0,1,0.5943,l,2014-12-13 15:00:00,0,0,1,0,-0.7735019999999999
75,EPL,2014,Leicester,a,0.659983,1.45134,0.659983,1.45134,5.727272727272728,9.055555555555555,11,9,0,2,0.6574,l,2014-12-20 15:00:00,0,0,1,0,-0.7913570000000001
75,EPL,2014,Leicester,h,1.47301,1.35719,1.47301,1.35719,10.2,9.208333333333334,9,5,1,2,1.4261,l,2014-12-26 15:00:00,0,0,1,0,0.11582
75,EPL,2014,Leicester,a,0.180127,1.72314,0.180127,1.72314,11.037037037037036,8.136363636363637,0,5,1,0,0.2403,w,2014-12-28 15:00:00,1,0,0,3,-1.543013
75,EPL,2014,Leicester,a,1.09438,2.38944,1.09438,0.867099,14.3,6.947368421052632,5,10,2,2,0.4794,d,2015-01-01 15:00:00,0,1,0,1,0.2272809999999999
75,EPL,2014,Leicester,h,2.36522,0.606149,2.36522,0.606149,6.909090909090909,6.315789473684211,5,8,1,0,2.6117,w,2015-01-10 15:00:00,1,0,0,3,1.7590709999999998
75,EPL,2014,Leicester,h,0.382481,0.715634,0.382481,0.715634,8.37037037037037,11.75,2,5,0,1,0.9495,l,2015-01-17 15:00:00,0,0,1,0,-0.333153
75,EPL,2014,Leicester,a,0.380882,1.7369,0.380882,1.7369,15.407407407407408,4.666666666666667,5,10,1,3,0.3053,l,2015-01-31 15:00:00,0,0,1,0,-1.3560180000000002
75,EPL,2014,Leicester,h,0.7797,1.00613,0.7797,1.00613,6.857142857142857,13.294117647058824,6,6,0,1,1.1383,l,2015-02-07 15:00:00,0,0,1,0,-0.22643
75,EPL,2014,Leicester,a,0.799802,1.77095,0.799802,1.77095,7.71875,8.62962962962963,1,5,1,2,0.6499999999999999,l,2015-02-10 19:45:00,0,0,1,0,-0.971148
75,EPL,2014,Leicester,a,1.99519,2.05032,1.99519,2.05032,13.208333333333334,11.055555555555555,5,13,2,2,1.3422,d,2015-02-22 14:05:00,0,1,0,1,-0.0551300000000001
75,EPL,2014,Leicester,a,0.217043,2.91599,0.217043,2.91599,17.333333333333332,5.653846153846154,5,22,0,2,0.0496,l,2015-03-04 19:45:00,0,0,1,0,-2.698947
75,EPL,2014,Leicester,h,0.53913,1.0475,0.53913,1.0475,8.227272727272727,7.666666666666667,8,5,0,0,0.8379,d,2015-03-14 15:00:00,0,1,0,1,-0.5083700000000001
75,EPL,2014,Leicester,a,2.722,2.82935,2.722,2.06818,11.448275862068966,5.8,7,6,3,4,1.2933,l,2015-03-21 15:00:00,0,0,1,0,0.6538200000000001
75,EPL,2014,Leicester,h,3.43561,1.93553,2.67444,1.93553,7.952380952380952,6.652173913043479,11,12,2,1,2.2908000000000004,w,2015-04-04 15:00:00,1,0,0,3,0.7389100000000002
